rank,title,studio,gross,year
529,How to Lose a Guy in 10 Days,Par.,"$105,813,373",2003
530,The First Wives Club,Par.,"$105,489,203",1996
531,Robin Hood,Uni.,"$105,269,730",2010
532,Interview with the Vampire,WB,"$105,264,608",1994
533,George of the Jungle,BV,"$105,263,257",1997
534,The Graduate,AVCO,"$104,945,305",1967^
535,Phenomenon,BV,"$104,636,382",1996
536,American Wedding,Uni.,"$104,565,114",2003
537,Road to Perdition,DW,"$104,454,762",2002
538,The Princess and the Frog,BV,"$104,400,899",2009
539,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,"$104,386,950",2010
540,Daddy Day Care,SonR,"$104,297,061",2003
541,Paranormal Activity 3,Par.,"$104,028,807",2011
542,Journey 2: The Mysterious Island,WB,"$103,860,290",2012
543,Dick Tracy,BV,"$103,738,726",1990
544,Rise of the Guardians,P/DW,"$103,412,758",2012
545,Dreamgirls,P/DW,"$103,365,956",2006
546,9 to 5,Fox,"$103,290,500",1980
547,The Expendables,LGF,"$103,068,524",2010
548,Scream,Dim.,"$103,046,663",1996
549,Just Go With It,Sony,"$103,028,109",2011
550,The General's Daughter,Par.,"$102,705,852",1999
551,The Aviator,Mira.,"$102,610,330",2004
552,American Pie,Uni.,"$102,561,004",1999
553,Daredevil,Fox,"$102,543,518",2003
554,The Girl with the Dragon Tattoo (2011),Sony,"$102,515,793",2011
555,The Mummy: Tomb of the Dragon Emperor,Uni.,"$102,491,776",2008
556,In the Line of Fire,Col.,"$102,314,823",1993
557,Butch Cassidy and the Sundance Kid,Fox,"$102,308,889",1969
558,Mary Poppins,Dis.,"$102,272,727",1964^
559,Bambi,RKO,"$102,247,150",1942^
560,Jackass Presents: Bad Grandpa,Par.,"$102,003,019",2013
561,Pacific Rim,WB,"$101,802,906",2013
562,Journey to the Center of the Earth,WB (NL),"$101,704,370",2008
563,Gone in 60 Seconds,BV,"$101,648,571",2000
564,Maverick,WB,"$101,631,272",1994
565,Sleeping with the Enemy,Fox,"$101,599,005",1991
566,This is the End,Sony,"$101,470,202",2013
567,Eagle Eye,P/DW,"$101,440,743",2008
568,The Prince of Egypt,DW,"$101,413,188",1998
569,Scream 2,Dim.,"$101,363,301",1997
570,Stir Crazy,Col.,"$101,300,000",1980
571,Eraser,WB,"$101,295,562",1996
572,Noah,Par.,"$101,200,044",2014
573,Unforgiven,WB,"$101,157,447",1992
574,The Cat in the Hat,Uni.,"$101,149,285",2003
575,Con Air,BV,"$101,117,573",1997
576,Sleepy Hollow,Par.,"$101,071,502",1999
577,The Maze Runner,Fox,"$101,042,000",2014
578,Collateral,DW,"$101,005,703",2004
579,Contact,WB,"$100,920,329",1997
580,Charlie's Angels: Full Throttle,Sony,"$100,830,111",2003
581,The Pelican Brief,WB,"$100,768,056",1993
582,Vanilla Sky,Par.,"$100,618,344",2001
583,Due Date,WB,"$100,539,043",2010
584,The Rugrats Movie,Par.,"$100,494,675",1998
585,Million Dollar Baby,WB,"$100,492,203",2004
586,Airport,Uni.,"$100,489,151",1970
587,Jumanji,Sony,"$100,475,249",1995
588,Step Brothers,Sony,"$100,468,793",2008
589,Evan Almighty,Uni.,"$100,462,298",2007
590,Casper,Uni.,"$100,328,194",1995
591,Shakespeare in Love,Mira.,"$100,317,794",1998
592,Bad Teacher,Sony,"$100,292,856",2011
593,Yogi Bear,WB,"$100,246,011",2010
594,Cowboys & Aliens,Uni.,"$100,240,551",2011
595,Edge of Tomorrow,WB,"$100,206,256",2014
596,The Hunchback of Notre Dame,BV,"$100,138,851",1996
597,Seven,NL,"$100,125,643",1995
598,Parenthood,Uni.,"$100,047,830",1989
599,You Don't Mess with the Zohan,Sony,"$100,018,837",2008
600,Die Hard: With A Vengeance,Fox,"$100,012,499",1995
601,Gnomeo and Juliet,BV,"$99,967,670",2011
602,The Equalizer,Sony,"$99,373,178",2014
603,Hercules,BV,"$99,112,101",1997
604,Olympus Has Fallen,FD,"$98,925,640",2013
605,The Green Hornet,Sony,"$98,780,042",2011
606,Date Night,Fox,"$98,711,404",2010
607,The Color Purple,WB,"$98,467,863",1985^
608,Meet the Robinsons,BV,"$97,822,171",2007
609,Yes Man,WB,"$97,690,976",2008
610,Inspector Gadget,BV,"$97,403,112",1999
611,Public Enemies,Uni.,"$97,104,620",2009
612,The Social Network,Sony,"$96,962,694",2010
613,The Others,Mira.,"$96,522,687",2001
614,Legally Blonde,MGM,"$96,520,674",2001
615,Panic Room,Sony,"$96,397,334",2002
616,Schindler's List,Uni.,"$96,065,768",1993
617,Dead Poets Society,BV,"$95,860,116",1989
618,Zero Dark Thirty,Sony,"$95,720,716",2012
619,Norbit,P/DW,"$95,673,607",2007
620,Cold Mountain,Mira.,"$95,636,509",2003
621,Arthur,WB,"$95,461,682",1981
622,Sex and the City 2,WB (NL),"$95,347,692",2010
623,Michael,NL,"$95,318,203",1996
624,The Princess Diaries 2: Royal Engagement,BV,"$95,170,481",2004
625,42,WB,"$95,020,213",2013
626,Unbreakable,BV,"$95,011,339",2000
627,The Book of Eli,WB,"$94,835,059",2010
628,"10,000 B.C.",WB,"$94,784,201",2008
629,Beverly Hills Chihuahua,BV,"$94,514,402",2008
630,Saturday Night Fever,Par.,"$94,213,184",1977
631,Julie & Julia,Sony,"$94,125,426",2009
632,The Mask of Zorro,Sony,"$94,095,523",1998
633,Maid in Manhattan,SonR,"$94,011,225",2002
634,He's Just Not That Into You,WB (NL),"$93,953,653",2009
635,Master and Commander: The Far Side of the World,Fox,"$93,927,920",2003
636,Flight,Par.,"$93,772,375",2012
637,The Fighter,Par.,"$93,617,009",2010
638,America's Sweethearts,SonR,"$93,607,673",2001
639,Lady and the Tramp,Dis.,"$93,602,326",1955^
640,The Bucket List,WB,"$93,466,502",2007
641,Cats & Dogs,WB,"$93,385,515",2001
642,Two Weeks Notice,WB,"$93,354,851",2002
643,Red Dragon,Uni.,"$93,149,898",2002
644,Elysium,TriS,"$93,050,117",2013
645,Flubber,BV,"$92,977,226",1997
646,Flashdance,Par.,"$92,921,203",1983
647,When Harry Met Sally...,Col.,"$92,823,546",1989
648,The Town,WB,"$92,186,262",2010
649,Non-Stop,Uni.,"$92,168,600",2014
650,The Client,WB,"$92,115,211",1994
651,Star Trek: First Contact,Par.,"$92,027,888",1996
652,Space Station 3-D (IMAX),Imax,"$91,981,636",2002
653,Think Like a Man,SGem,"$91,547,205",2012
654,Kindergarten Cop,Uni.,"$91,457,688",1990
655,Heaven is for Real,TriS,"$91,443,253",2014
656,The Haunting,DW,"$91,411,151",1999
657,Crimson Tide,BV,"$91,387,195",1995
658,Back to School,Orion,"$91,258,000",1986
659,Stepmom,Sony,"$91,137,662",1998
660,Save the Last Dance,Par.,"$91,057,006",2001
661,The Scorpion King,Uni.,"$91,047,077",2002
662,The Karate Kid,Col.,"$90,815,558",1984
663,Prince of Persia: The Sands of Time,BV,"$90,759,676",2010
664,Antz,DW,"$90,757,863",1998
665,Scary Movie 4,W/Dim.,"$90,710,620",2006
666,The Game Plan,BV,"$90,648,202",2007
667,"Me, Myself and Irene",Fox,"$90,570,999",2000
668,High School Musical 3: Senior Year,BV,"$90,559,416",2008
669,Tyler Perry's Madea Goes to Jail,LGF,"$90,508,336",2009
670,Space Cowboys,WB,"$90,464,773",2000
671,Space Jam,WB,"$90,418,342",1996
672,Trading Places,Par.,"$90,404,800",1983
673,Red,Sum.,"$90,380,162",2010
674,Planes,BV,"$90,288,712",2013
675,"Legally Blonde 2: Red, White and Blonde",MGM,"$90,186,328",2003
676,Mystic River,WB,"$90,135,191",2003
677,Flightplan,BV,"$89,707,299",2005
678,Father of the Bride,BV,"$89,325,780",1991
679,The Emperor's New Groove,BV,"$89,302,687",2000
680,The Lone Ranger,BV,"$89,302,115",2013
681,Scream 3,Dim.,"$89,143,175",2000
682,Oblivion,Uni.,"$89,107,235",2013
683,The Ugly Truth,Sony,"$88,915,214",2009
684,Percy Jackson & The Olympians: The Lightning Thief,Fox,"$88,768,303",2010
685,Failure to Launch,Par.,"$88,715,192",2006
686,The Muppets,BV,"$88,631,237",2011
687,Inside Man,Uni.,"$88,513,495",2006
688,Waterworld,Uni.,"$88,246,220",1995
689,Starsky and Hutch,WB,"$88,237,754",2004
690,Along Came Polly,Uni.,"$88,097,164",2004
691,The Hand That Rocks the Cradle,BV,"$88,036,683",1992
692,Back to the Future Part III,Uni.,"$87,727,583",1990
693,Entrapment,Fox,"$87,704,396",1999
694,Peter Pan,Dis.,"$87,404,651",1953^
695,Pineapple Express,Sony,"$87,341,380",2008
696,Everest (IMAX),MFF,"$87,178,599",1998
697,Out of Africa,Uni.,"$87,071,205",1985
698,Saw II,Lions,"$87,039,965",2005
699,The Naked Gun 2 1/2: The Smell of Fear,Par.,"$86,930,411",1991
700,The Campaign,WB,"$86,907,746",2012
701,The War of the Roses,Fox,"$86,888,546",1989
702,The Amityville Horror,AIP,"$86,432,000",1979
703,Presumed Innocent,WB,"$86,303,188",1990
704,Young Frankenstein,Fox,"$86,273,333",1974
705,Mean Girls,Par.,"$86,058,055",2004
706,Spy Kids 2: The Island of Lost Dreams,Dim.,"$85,846,429",2002
707,Pokemon: The First Movie,WB,"$85,744,662",1999
708,Real Steel,BV,"$85,468,508",2011
709,The SpongeBob SquarePants Movie,Par.,"$85,417,988",2004
710,Brother Bear,BV,"$85,336,277",2003
711,Stripes,Col.,"$85,297,000",1981
712,Anchorman: The Legend of Ron Burgundy,DW,"$85,288,303",2004
713,Every Which Way But Loose,WB,"$85,196,485",1978
714,Rocky II,UA,"$85,182,160",1979
715,Aliens,Fox,"$85,160,248",1986
716,Open Season,Sony,"$85,105,259",2006
717,The Expendables 2,LGF,"$85,028,192",2012
718,Dangerous Minds,BV,"$84,919,401",1995
719,Paranormal Activity 2,Par.,"$84,752,907",2010
720,The Poseidon Adventure,Fox,"$84,563,118",1972
721,Tammy,WB,"$84,525,432",2014
722,The Santa Clause 3: The Escape Clause,BV,"$84,500,122",2006
723,"Crazy, Stupid, Love.",WB,"$84,351,197",2011
724,Pinocchio,Dis.,"$84,254,167",1940^
725,Scooby-Doo 2: Monsters Unleashed,WB,"$84,216,833",2004
726,Atlantis: The Lost Empire,BV,"$84,056,472",2001
727,Cliffhanger,TriS,"$84,049,211",1993
728,Annabelle,WB (NL),"$84,027,366",2014
729,The Other Woman (2014),Fox,"$83,911,193",2014
730,The X-Files,Fox,"$83,898,313",1998
731,Up in the Air,Par.,"$83,823,381",2009
732,Steel Magnolias,TriS,"$83,759,091",1989
733,Wrath of the Titans,WB,"$83,670,083",2012
734,Insidious Chapter 2,FD,"$83,586,447",2013
735,Under Siege,WB,"$83,563,139",1992
736,Battle: Los Angeles,Sony,"$83,552,429",2011
737,Immortals,Rela.,"$83,504,017",2011
738,Apocalypse Now,MGM,"$83,471,511",1979^
739,Airplane!,Par.,"$83,453,539",1980
740,Patriot Games,Par.,"$83,351,587",1992
741,Saving Mr. Banks,BV,"$83,301,580",2013
742,Valkyrie,UA,"$83,077,833",2008
743,Brokeback Mountain,Focus,"$83,043,761",2005
744,Turbo,Fox,"$83,028,128",2013
745,Disclosure,WB,"$83,015,089",1994
746,Die Hard,Fox,"$83,008,852",1988
747,Charlotte's Web (2006),Par.,"$82,985,708",2006
748,Monster-in-Law,NL,"$82,931,301",2005
749,Are We There Yet?,SonR,"$82,674,398",2005
750,Days of Thunder,Par.,"$82,670,733",1990
751,Freddy Vs. Jason,NL,"$82,622,655",2003
752,The Descendants,FoxS,"$82,584,160",2011
753,Cheaper by the Dozen 2,Fox,"$82,571,173",2005
754,Mr. Holland's Opus,BV,"$82,569,971",1995
755,Bram Stoker's Dracula,Col.,"$82,522,790",1992
756,Fried Green Tomatoes,Uni.,"$82,418,501",1991
757,Let's Be Cops,Fox,"$82,365,768",2014
758,Blade II,NL,"$82,348,319",2002
759,Beowulf,Par.,"$82,280,579",2007
760,Bridge to Terabithia,BV,"$82,272,442",2007
761,Star Trek: The Motion Picture,Par.,"$82,258,456",1979
762,The Pink Panther (2006),Sony,"$82,226,474",2006
763,Fury (2014),Sony,"$81,907,000",2014
764,Jaws 2,Uni.,"$81,766,007",1978^
765,Heaven Can Wait (1978),Par.,"$81,640,278",1978
766,Eight Below,BV,"$81,612,565",2006
767,M.A.S.H.,Fox,"$81,600,000",1970
768,Unstoppable,Fox,"$81,562,942",2010
769,Payback,Par.,"$81,526,121",1999
770,The Talented Mr. Ripley,Par.,"$81,298,265",1999
771,School of Rock,Par.,"$81,261,177",2003
772,Police Academy,WB,"$81,198,894",1984
773,Snow Dogs,BV,"$81,172,560",2002
774,21,Sony,"$81,159,365",2008
775,While You Were Sleeping,BV,"$81,057,016",1995
776,Congo,Par.,"$81,022,101",1995
777,The Notebook,NL,"$81,001,787",2004
778,Jimmy Neutron: Boy Genius,Par.,"$80,936,232",2001
779,Alien,Fox,"$80,931,801",1979^
780,Another 48 HRS.,Par.,"$80,818,974",1990
781,Moonstruck,MGM,"$80,640,528",1987
782,Eat Pray Love,Sony,"$80,574,010",2010
783,The Texas Chainsaw Massacre,NL,"$80,571,655",2003
784,Zookeeper,Sony,"$80,360,843",2011
785,Alien Vs. Predator,Fox,"$80,282,231",2004
786,What Happens in Vegas,Fox,"$80,277,646",2008
787,The Dukes of Hazzard,WB,"$80,270,227",2005
788,The Wedding Singer,NL,"$80,245,725",1998
789,Saw III,LGF,"$80,238,724",2006
790,Disturbia,P/DW,"$80,209,692",2007
791,Nacho Libre,Par.,"$80,197,993",2006
792,Jumper,Fox,"$80,172,128",2008
793,Jack Reacher,Par.,"$80,070,736",2012
794,Cloverfield,Par.,"$80,048,433",2008
795,Footloose,Par.,"$80,035,402",1984
796,Dear John,SGem,"$80,014,842",2010
797,A Star Is Born (1976),WB,"$80,000,000",1976
798,Knowing,Sum.,"$79,957,634",2009
799,War Horse,BV,"$79,884,879",2011
800,The Golden Child,Par.,"$79,817,937",1986
801,Dark Shadows,WB,"$79,727,149",2012
802,Earthquake,Uni.,"$79,666,653",1974
803,Hannah Montana The Movie,BV,"$79,576,189",2009
804,WarGames,MGM,"$79,567,667",1983
805,The Day the Earth Stood Still (2008),Fox,"$79,366,978",2008
806,Limitless,Rela.,"$79,249,455",2011
807,Cape Fear,Uni.,"$79,091,969",1991
808,Star Trek II: The Wrath of Khan,Par.,"$78,912,963",1982
809,48 HRS.,Par.,"$78,868,508",1982
810,The Naked Gun: From the Files of Police Squad!,Par.,"$78,756,177",1988
811,City of Angels,WB,"$78,685,114",1998
812,The English Patient,Mira.,"$78,676,425",1996
813,Teenage Mutant Ninja Turtles II,NL,"$78,656,813",1991
814,A.I. Artificial Intelligence,WB,"$78,616,689",2001
815,Cocktail,BV,"$78,222,753",1988
816,We Were Soldiers,Par.,"$78,122,718",2002
817,Tower Heist,Uni.,"$78,046,570",2011
818,The Monuments Men,Sony,"$78,031,620",2014
819,Hooper,WB,"$78,000,000",1978
820,Man on Fire,Fox,"$77,911,774",2004
821,The Terminal,DW,"$77,872,883",2004
822,Backdraft,Uni.,"$77,868,585",1991
823,Gangs of New York,Mira.,"$77,812,000",2002
824,Free Willy,WB,"$77,698,625",1993
825,The Adventures of Tintin,Par.,"$77,591,831",2011
826,Philadelphia,TriS,"$77,446,440",1993
827,March of the Penguins,WIP,"$77,437,223",2005
828,Parental Guidance,Fox,"$77,267,296",2012
829,Where the Wild Things Are,WB,"$77,233,467",2009
830,The A-Team,Fox,"$77,222,099",2010
831,U-571,Uni.,"$77,122,415",2000
832,27 Dresses,Fox,"$76,808,654",2008
833,Training Day,WB,"$76,631,907",2001
834,Poltergeist,MGM,"$76,606,280",1982
835,Father of the Bride Part II,BV,"$76,594,107",1995
836,Romancing the Stone,Fox,"$76,572,238",1984
837,Rugrats in Paris: The Movie,Par.,"$76,507,756",2000
838,Star Trek III: The Search for Spock,Par.,"$76,471,046",1984
839,Knight & Day,Fox,"$76,423,035",2010
840,Fantasia,Dis.,"$76,408,097",1941^
841,The Untouchables,Par.,"$76,270,454",1987
842,White Men Can't Jump,Fox,"$76,253,806",1992
843,The Ring Two,DW,"$76,231,249",2005
844,Cocoon,Fox,"$76,113,124",1985
845,Hellboy II: The Golden Army,Uni.,"$75,986,503",2008
846,Conspiracy Theory,WB,"$75,982,834",1997
847,Constantine,WB,"$75,976,178",2005
848,The Jewel of the Nile,Fox,"$75,973,200",1985
849,The Haunted Mansion,BV,"$75,847,266",2003
850,The Family Man,Uni.,"$75,793,305",2000
851,Barbershop,MGM,"$75,782,105",2002
852,Star Trek: Generations,Par.,"$75,671,125",1994
853,Contagion,WB,"$75,658,097",2011
854,"You, Me and Dupree",Uni.,"$75,628,110",2006
855,We Bought a Zoo,Fox,"$75,624,550",2011
856,2 Guns,Uni.,"$75,612,460",2013
857,Braveheart,Par.,"$75,609,945",1995
858,Moneyball,Sony,"$75,605,492",2011
859,The Rookie,BV,"$75,600,072",2002
860,Zombieland,Sony,"$75,590,286",2009
861,Old School,DW,"$75,585,093",2003
862,Any Given Sunday,WB,"$75,530,832",1999
863,The Last of the Mohicans,Fox,"$75,505,856",1992
864,The Horse Whisperer,BV,"$75,383,563",1998
865,Garfield: The Movie,Fox,"$75,369,589",2004
866,Ray,Uni.,"$75,331,600",2004
867,Coraline,Focus,"$75,286,229",2009
868,Tim Burton's The Nightmare Before Christmas,BV,"$75,082,668",1993^
869,The Exorcism of Emily Rose,SGem,"$75,072,454",2005
870,Eragon,Fox,"$75,030,163",2006
871,Star Trek VI: The Undiscovered Country,Par.,"$74,888,996",1991
872,10,WB,"$74,865,517",1979
873,The Prince of Tides,Col.,"$74,787,599",1991
874,Ladder 49,BV,"$74,541,707",2004
875,Four Brothers,Par.,"$74,494,381",2005
876,"Six Days, Seven Nights",BV,"$74,339,294",1998
877,No Country for Old Men,Mira.,"$74,283,625",2007
878,Jack and Jill,Sony,"$74,158,157",2011
879,Oliver & Company,BV,"$74,151,346",1988^
880,Sin City,Dim.,"$74,103,820",2005
881,Along Came a Spider,Par.,"$74,078,174",2001
882,Ben-Hur,MGM,"$74,000,000",1959
883,Hugo,Par.,"$73,864,507",2011
884,Christmas with the Kranks,SonR,"$73,780,539",2004
885,Beetlejuice,WB,"$73,707,461",1988
886,The Jerk,Uni.,"$73,691,419",1979
887,Monster House,Sony,"$73,661,010",2006
888,Deep Blue Sea,WB,"$73,648,142",1999
889,Law Abiding Citizen,Over.,"$73,357,727",2009
890,Spirit: Stallion of the Cimarron,DW,"$73,280,117",2002
891,Hollow Man,Sony,"$73,209,340",2000
892,White House Down,Sony,"$73,103,784",2013
893,John Carter,BV,"$73,078,100",2012
894,Hotel for Dogs,P/DW,"$73,034,460",2009
895,Dinner for Schmucks,P/DW,"$73,026,337",2010
896,Justin Bieber: Never Say Never,Par.,"$73,013,910",2011
897,Jackass: Number Two,Par.,"$72,778,712",2006
898,The Interpreter,Uni.,"$72,708,161",2005
899,Hercules (2014),Par.,"$72,688,614",2014
900,Barnyard: The Original Party Animals,Par.,"$72,637,803",2006
901,I Know What You Did Last Summer,Sony,"$72,586,134",1997
902,Dolphin Tale,WB,"$72,286,779",2011
903,Vantage Point,Sony,"$72,266,306",2008
904,Ace Ventura: Pet Detective,WB,"$72,217,396",1994
905,Dumb and Dumber To,Uni.,"$72,205,000",2014
906,The Cannonball Run,Fox,"$72,179,579",1981
907,Get Shorty,MGM,"$72,101,622",1995
908,Michael Jackson's This Is It,Sony,"$72,091,016",2009
909,Fred Claus,WB,"$72,006,777",2007
910,My Fair Lady,WB,"$72,000,000",1964
911,1408,MGM/W,"$71,985,628",2007
912,The Purge: Anarchy,Uni.,"$71,962,800",2014
913,John Q.,NL,"$71,756,802",2002
914,RV,Sony,"$71,726,025",2006
915,Mama,Uni.,"$71,628,180",2013
916,Ruthless People,BV,"$71,624,879",1986
917,Three Men and a Little Lady,BV,"$71,609,321",1990
918,Galaxy Quest,DW,"$71,583,916",1999
919,Stargate,MGM,"$71,567,262",1994
920,Bridget Jones's Diary,Mira.,"$71,543,427",2001
921,Grumpier Old Men,WB,"$71,518,503",1995
922,The Bridges of Madison County,WB,"$71,516,617",1995
923,Chocolat,Mira.,"$71,509,363",2000
924,Sideways,FoxS,"$71,503,593",2004
925,"I Love You, Man",P/DW,"$71,440,011",2009
926,Safe Haven,Rela.,"$71,349,120",2013
927,Christmas Vacation,WB,"$71,319,526",1989
928,Scary Movie 2,Mira.,"$71,308,997",2001
929,The Rescuers,Dis.,"$71,215,869",1977^
930,The Spiderwick Chronicles,Par.,"$71,195,053",2008
931,The Score,Par.,"$71,107,711",2001
932,Turner & Hooch,BV,"$71,079,915",1989
933,The Smurfs 2,Sony,"$71,017,784",2013
934,Bird on a Wire,Uni.,"$70,978,012",1990
935,Groundhog Day,Col.,"$70,906,973",1993
936,Shallow Hal,Fox,"$70,839,203",2001
937,White Chicks,Sony,"$70,831,760",2004
938,Broken Arrow (1996),Fox,"$70,770,147",1996
939,Any Which Way You Can,WB,"$70,687,344",1980
940,No Strings Attached,Par.,"$70,662,220",2011
941,All the President's Men,WB,"$70,600,000",1976
942,The Best Man Holiday,Uni.,"$70,525,195",2013
943,V for Vendetta,WB,"$70,511,035",2006
944,Mortal Kombat,NL,"$70,454,098",1995
945,JFK,WB,"$70,405,498",1991
946,Shaft,Par.,"$70,334,258",2000
947,Moonraker,MGM,"$70,308,099",1979
948,World Trade Center,Par.,"$70,278,893",2006
949,Rocky Balboa,MGM,"$70,270,943",2006
950,Fool's Gold,WB,"$70,231,041",2008
951,Star Trek: Insurrection,Par.,"$70,187,658",1998
952,Grumpy Old Men,WB,"$70,172,621",1993
953,Big Momma's House 2,Fox,"$70,165,972",2006
954,Ferris Bueller's Day Off,Par.,"$70,136,369",1986
955,The Golden Compass,NL,"$70,107,728",2007
956,Kill Bill Vol. 1,Mira.,"$70,099,045",2003
957,Blade,NL,"$70,087,718",1998
958,Boomerang,Par.,"$70,052,444",1992
959,Act of Valor,Rela.,"$70,012,847",2012
960,Born on the Fourth of July,Uni.,"$70,001,698",1989
961,Seven Pounds,Sony,"$69,951,824",2008
962,Private Benjamin,WB,"$69,847,348",1980
963,Splash,BV,"$69,821,334",1984
964,Swordfish,WB,"$69,772,969",2001
965,The Best Little Whorehouse in Texas,Uni.,"$69,701,637",1982
966,Disney's The Kid,BV,"$69,691,949",2000
967,Nine Months,Fox,"$69,684,532",1995
968,Divine Secrets of the Ya-Ya Sisterhood,WB,"$69,599,016",2002
969,Hot Shots!,Fox,"$69,467,617",1991
970,The Thomas Crown Affair,MGM,"$69,305,181",1999
971,Vertical Limit,Sony,"$69,243,859",2000
